theta_num,theta_den,theta,r_num,r_den,r,P_re,P_im,focal_re,focal_im,seed_re,seed_im,precision,cardinality,iterations,magnitude
1,18,0.055555555555555555555555,1,100,0.010000000000000000000000,0.004679311992851567469390,0.001694031026386180182061,0.004698463103929541920270,0.001710100716628343665156,0.004698463103929541920270,0.001710100716628343665219,24,1,35001,0
1,18,0.055555555555555555555555,2,100,0.020000000000000000000000,0.009320321763547186037021,0.003355922672288033397808,0.009396926207859083840541,0.003420201433256687330421,0.009396926207859083840541,0.003420201433256687330440,24,1,35001,0
1,18,0.055555555555555555555555,3,100,0.030000000000000000000000,0.013923029312086855702891,0.004985674937705559647238,0.014095389311788625760812,0.005130302149885030995638,0.014095389311788625760812,0.005130302149885030995661,24,1,35001,0
1,18,0.055555555555555555555555,4,100,0.040000000000000000000000,0.018487434638470576467002,0.006583287822638758930352,0.018793852415718167681083,0.006840402866513374660862,0.018793852415718167681083,0.006840402866513374660881,24,1,35001,0
1,18,0.055555555555555555555555,5,100,0.050000000000000000000000,0.023013537742698348329351,0.008148761327087631247150,0.023492315519647709601353,0.008550503583141718326087,0.023492315519647709601352,0.008550503583141718326102,24,1,35001,0
1,18,0.055555555555555555555555,6,100,0.060000000000000000000000,0.027501338624770171289941,0.009682095451052176597632,0.028190778623577251521623,0.010260604299770061991314,0.028190778623577251521623,0.010260604299770061991322,24,1,35001,0
1,18,0.055555555555555555555555,7,100,0.070000000000000000000000,0.031950837284686045348771,0.011183290194532394981797,0.032889241727506793441894,0.011970705016398405656531,0.032889241727506793441894,0.011970705016398405656542,24,1,35001,0
1,18,0.055555555555555555555555,8,100,0.080000000000000000000000,0.036362033722445970505841,0.012652345557528286399647,0.037587704831436335362165,0.013680805733026749321760,0.037587704831436335362165,0.013680805733026749321763,24,1,35001,0
1,18,0.055555555555555555555555,9,100,0.090000000000000000000000,0.040734927938049946761150,0.014089261540039850851180,0.042286167935365877282435,0.015390906449655092986973,0.042286167935365877282435,0.015390906449655092986983,24,1,35001,0
1,18,0.055555555555555555555555,10,100,0.100000000000000000000000,0.045069519931497974114699,0.015494038142067088336398,0.046984631039295419202705,0.017101007166283436652197,0.046984631039295419202705,0.017101007166283436652205,24,1,35001,0
1,18,0.055555555555555555555555,11,100,0.110000000000000000000000,0.049365809702790052566489,0.016866675363609998855299,0.051683094143224961122976,0.018811107882911780317421,0.051683094143224961122976,0.018811107882911780317425,24,1,35001,0
1,18,0.055555555555555555555555,12,100,0.120000000000000000000000,0.053623797251926182116518,0.018207173204668582407884,0.056381557247154503043247,0.020521208599540123982641,0.056381557247154503043247,0.020521208599540123982645,24,1,35001,0
1,18,0.055555555555555555555555,13,100,0.130000000000000000000000,0.057843482578906362764787,0.019515531665242838994152,0.061080020351084044963518,0.022231309316168467647856,0.061080020351084044963517,0.022231309316168467647865,24,1,35001,0
1,18,0.055555555555555555555555,14,100,0.140000000000000000000000,0.062024865683730594511296,0.020791750745332768614106,0.065778483455013586883788,0.023941410032796811313084,0.065778483455013586883788,0.023941410032796811313087,24,1,35001,0
1,18,0.055555555555555555555555,15,100,0.150000000000000000000000,0.066167946566398877356045,0.022035830444938371267742,0.070476946558943128804059,0.025651510749425154978302,0.070476946558943128804059,0.025651510749425154978307,24,1,35001,0
1,18,0.055555555555555555555555,16,100,0.160000000000000000000000,0.070272725226911211299033,0.023247770764059646955063,0.075175409662872670724328,0.027361611466053498643526,0.075175409662872670724328,0.027361611466053498643528,24,1,35001,0
